overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
4,,True,"01 25, 2016",AT3NZR0AVUEXM,B018UPUJJI,,Adam Kiss,Physical gift card is not available in my country. :(,Four Stars,1453680000,
4,,True,"01 15, 2018",A6MEGFLO6NT4L,B01CT5PHJ2,,ANA W,QUICK AND WORKED GREAT!,Four Stars,1515974400,
4,,True,"03 7, 2013",A1RQ8AEUYP7DLT,B0066AZGD4,,Kindle Customer,"This was my first time using this project. I photoshopped an image and put it as a birthday card for my brother. I was concerned about the resolution of the image, but he didn't have a problem seeing it.",Amazon Photo Upload Gift Card,1362614400,
4,,True,"01 14, 2014",A25X6WVOORWHV1,B004Q7CK9M,{'Gift Amount:': ' 15'},Barbara H. Burlison,"These were gift cards for my grandchildren and they were well received by them. It is hard to buy for adult grandchildren, so these worked well.",Fine,1389657600,
4,,True,"01 24, 2014",A24W9FKKADTVHY,B00CT783OC,,Crindle,Great way to gift an ebook to someone.  No storage or disposal problem after it's read.  Allows them choice too.,E gift,1390521600,
4,,True,"07 25, 2016",AA0TC2UWGOR3L,B0145WHSDA,,Brian E Campbell,"Humorous card, serves it's purpose quite well.",Four Stars,1469404800,
4,,True,"01 9, 2015",A3EXVJIYD0JCSV,B00B2TFSO6,,alexander pedriquez,Excenlent,Four Stars,1420761600,
4,,True,"04 25, 2018",A3HEPQ6O18RZTY,B005DHN6E2,,M. Stevens,Cute card with matching gift card in amount I determined.,Four Stars,1524614400,
4,,True,"12 24, 2012",A1U1O0VH4E11BA,B0062ONJEM,,Patrick Coronado,Thought this was a great option for gift card artwork.  Several choices made it comfortable to decide.  Hope recipient enjoys it.,Great option for gift card art,1356307200,
4,,True,"06 6, 2016",ARTYOREZ1C2J0,B0062ONDMK,,Mercano,Great Idea,Good Idea,1465171200,
4,,True,"12 24, 2017",A2S0V31OUH9LWI,B00CHQ7I2S,{'Gift Amount:': ' 0'},Amazon Customer,Arrived quickly. Looks nice except the cutout on the back of the tin- you see a barcode not Merry Christmas so the picture is misleading. You could flip the gift card over but then it would look silly when they open the tin.,Nice gift card,1514073600,
4,,True,"07 16, 2017",A3MODDLZYHFOI8,B00AR51Y5I,,Amazon Customer,ok,Four Stars,1500163200,
4,,True,"06 11, 2018",A2UMGS8PG5OGFP,B004LLIKVU,{'Gift Amount:': ' 50'},Manuel Sanz,All perfect.,Four Stars,1528675200,
4,,True,"01 23, 2013",A243Q2K82R5XQZ,B00895H7FO,,David,"Email gift cards are quick, effective, and give choice to the receiver.
Recommended for all ages and tastes, amen.
David",Gift cards are a blessing!,1358899200,
4,,True,"07 14, 2016",A3TW7VDBZ3KQF7,B004Q7CK9M,{'Gift Amount:': ' 50'},Betty Kalicki,Perfect graduation gift.,Four Stars,1468454400,
4,,True,"05 31, 2018",A2H7PF1NXB9R18,B00ELQD11E,,Kristine,"I ordered this plastic whole foods gift card and it worked fine.
However,  I recieved a $100 E- gift card on 5/18/18 as a gift.  I went to redeem it on 5/30/18 and it said $0 balance.
I am waiting for whole foods to send me another one (the service desk called whole foods for me). .  Apparently someone was able to use this already?  No idea, but very disappointing to arrive at checkout and say your gift card has $0, when you never spent it...  I hope the replacement arrives soon.  I do not recommend Whole Food E-gift cards for this reason.",... this plastic whole foods gift card and it worked fine. However,1527724800,
4,,True,"11 26, 2014",A178CFPK0JRWPV,B00H5BMH44,,Helen Parmeter,"Fast, accurate and funny.  Loved by receiver.",accurate and funny. Loved by receiver,1416960000,
4,,True,"03 21, 2018",A3OEXOKUVG9FMO,B00BXLW5QC,,fist of fun,Perfect way to get a gift card and sent to someone with out having to deal with all the traffic in the store. Thanks,Perfect way to get a gift card and sent to ...,1521590400,
4,,True,"03 16, 2018",A3GUCQ0RZB9VKI,B004LLIKVU,{'Gift Amount:': ' 50'},7walck,"Basic gift card, works perfect.",Gift card,1521158400,
4,,True,"04 2, 2016",AQE2FHVLWFBHX,B00AF0K9BA,,Shannon,Product is as expected and at a good value,Four Stars,1459555200,
4,,True,"06 23, 2015",AB5R9V46KOMGG,B00I542CPE,,Ilse Gartner,Very good,Four Stars,1435017600,
4,,True,"07 24, 2013",A2PHHTDTOMG93Z,B004LLIKY2,,Richard South,"Able to choose when to use gift voucher makes this more appealing, you are able to acquire what you really need",Freedom of Choice,1374624000,
4,,True,"10 1, 2015",AGXD39481H1CZ,B00MV9OQYO,,AmyCQ,can't really blame the gift card for the lousy service received at iHOP but....the gift card worked just fine,Card was great--service not so much,1443657600,
4,,True,"10 20, 2014",A1SU86O25ENHE2,B0066AZGD4,,Dfas,perfect gift choice,Four Stars,1413763200,
4,,True,"07 28, 2017",A1XZ4QLPZXPGV6,B00MV9L0PW,,Jessica,Just as any gift cards goes. It worked so it was great,Recommend,1501200000,
4,,True,"12 14, 2017",A3FG3NW487CM9Y,B01E4QPDV6,{'Gift Amount:': ' 0'},jill d,delivered on door step no signature kinda weird,Four Stars,1513209600,
4,,True,"04 21, 2016",A10EX8VHVRR981,B00H5BMIHA,,Candace C. Gardner,"It was cute, animated and immediate! My granddaughter was on skype with me and I got to see her face as she realized she could shop for almost anything on Amazon!",Great quick gift!,1461196800,
4,,True,"01 24, 2013",AWWMJQPAU0BJA,B0062ONETC,,jane hudak,"easy to organise, but could have been a little more christmassy.
i shall certainly recommend this facility to my friends",review,1358985600,
4,,True,"01 31, 2016",A1RHD1DB36ZFWT,B014S24DAI,{'Gift Amount:': ' 20'},intheWood,Gift for a teen who knows what he wants to buy. Always appreciated by the recipient.,For the Person You Don't Know What to Get at Xmas,1454198400,
4,,True,"09 25, 2014",A2LKKULQ06SY1R,B00ADR2XIC,,ANNETTE,Love a gift from Amazon  A card is a necessary.,Four Stars,1411603200,
4,,True,"12 7, 2017",A4A3M5F164MN6,B00MV9FCFQ,,William Lopez,"Great product, excelente costumer service.",Four Stars,1512604800,
4,,True,"04 6, 2017",APCHGFXPVL20F,B01B25M52W,{'Gift Amount:': ' 25'},D in Big D,"card cute but wanted one 50 dollar card, but they only had denominations of 25. Other than hat ver satisfied.",Cute card but...,1491436800,
4,,True,"12 18, 2014",A3J027EL5LXULN,B00G4IW938,,debbie a flores,quick and simple.  Great stocking stuffer for the hard to find gift.,Great stocking stuffer for the hard to find gift,1418860800,
4,,True,"02 20, 2018",A1V7PW6YZQQ5TD,B004LLIKVU,{'Gift Amount:': ' 50'},Jane E.,Easily done and recipient was pleased although she said she had to contact Amazon & get some sort of code!,Easily done and recipient was pleased although she said she ...,1519084800,
4,,True,"03 16, 2014",A1MG8DS5BBCZM,B004LLILO6,,Justin,Worked great for a long distance gift. Allowed me to send a gift and give a choice to the recipient.,Great Gift,1394928000,
4,,True,"03 2, 2014",A1GSCFTBVBXK43,B00B2TFKHG,,TAF,"You can't beat an Amazon Gift card for versatility and ease of purchase, not to mention ease of delivery.

My only difficulty:  I can't find a way to check if the gift has been redeemed when the recipients are slow on their thank you's.  Not wanting to be intrusive with a family trying to get their feet on the ground now that they have a third child, I'm left trying to figure out if the gift email has been lost or not.",An almost perfect way to give a baby gift,1393718400,
4,,True,"11 21, 2015",AONN1KSTM7APB,B00FTGTIOE,,Dickie A. Mathews,what can I say?  My daughter loves Starbucks so I thought instead of one card I changed it up,Four Stars,1448064000,
4,,True,"12 31, 2012",A1PSRAHHHKT1BG,B004KNWX3U,,Savy Shopper,love this set.  ONLY complaint is markings are not easy to read without my . glasses. However  the two other people I gave this to as gifts do not have this problem.  Perhaps the blue set offers a contrast of colors between markings and background......the white set is white on white ma r kings.  Otherwise this is a perfect set .  LOVE LOVE LOVE THIS.,COMPACT AND NEAT,1356912000,
4,,True,"08 30, 2017",A1SLRME20YP1PD,B00MV9GTFS,,serendipity,It was a birthday present for my son... he really enjoyed it,he really enjoyed,1504051200,
4,,True,"02 21, 2018",A1N6AWW23EFKEK,B01E4QPDV6,{'Gift Amount:': ' 0'},Barbara Calvin,This was a gift,Four Stars,1519171200,
4,19,True,"12 7, 2013",A338FTYGLOXFYI,B00910XGTM,,Momof2grownup,So convenient to get a gift card for my younger niece without having to deal with the mall traffic and chaos!,Order the Gift Card- perfect gift! And skip your trip to the Mall,1386374400,
4,,True,"01 6, 2017",A178KF77L55SXK,B00CHQ7I2S,{'Gift Amount:': ' 50'},Carol,"He always likes money, it's not paper, so he hasn't used it yet, go figure MEN",Four Stars,1483660800,
4,,True,"11 18, 2016",A3UAWS9358X0FP,B01G44QKQI,,Tiffany,perfect for my friend,Four Stars,1479427200,
4,,True,"02 17, 2018",A2ZQRZCEZWH4ZZ,B004LLIKVU,{'Gift Amount:': ' 50'},Elizabeth R Mistretta,It was really simple to do except it took your online help for it to go thru,Four Stars,1518825600,
4,8,True,"07 12, 2013",A35RBL47IUI67C,B005ESMJ02,{'Gift Amount:': ' 50'},MAC,"I ordered a gift card enclosed in a Black Gift Card Box to be sent to my sister for her birthday.  Purchasing from Amazon has always been so easy, and this purchase was no exception.  Because I indicated that it was to be a gift, Amazon gave me a place to write a the recipient a message which was to appear on the ""packing slip.""  The gift card arrived on time as promised.  However, when I phoned my sister to wish her a happy birthday, she asked if I was the one who sent the Amazon gift card because there was no indication who sent it.  I told her that that the message was supposed to be in the packing slip, but she told me that there was no such slip enclosed, nor was there any other indication who sent the gift.  Thus the reason for 4 stars instead of 5.",Somewhat Disappointed,1373587200,
4,,True,"10 22, 2016",AZ9TM606RHV1T,B00YD74M4Q,,Krista J,"4 stars because you get a paper ""card"" mailed to you with a code on it.  Why they call this a digital gift card I have no idea.  I wanted it immediately, which digital implies but instead had to wait a couple of days for a code to come in via snail mail they could have simply supplied me over e-mail or in app.  Kind of stupid.",Kind of stupid.,1477094400,
4,,True,"05 25, 2016",A2IXG0W8SRG224,B0091JKVU0,{'Gift Amount:': ' 100'},Ralph,Another great Amazon Deal of the Day.,Can't beat the price.,1464134400,
4,,True,"09 8, 2014",AZHA8BXOJ4TUQ,B004KNWWT0,,Amazon Customer,"Fine, it served the purpose for a quick and easy gift card, if you're running late with organising gifts and cards! The print colours seemed a bit wishy-washy but that may be my printer,",Serves the purpose.,1410134400,
4,,True,"12 8, 2013",A18MTPSDHQ3KSQ,B0066AZGD4,,F. Miller,"Great idea for a gift when you wait until the last minute and need to send something across the country.
The photo personalization makes it even better.  A little bit difficult to navigate the first time, but doable for most people, I think.",Pretty good gift idea.,1386460800,
4,,True,"08 15, 2017",A2MPNR4MSVOAOP,B00MV9GTFS,,B Coskid,This was a good gift for my son & his family for Father's Day.,Four Stars,1502755200,
4,,True,"05 8, 2018",A2TG8V29X39OY1,B01B25L7US,{'Gift Amount:': ' 25'},Jean M. Cooper,Very unique as a gift card,Four Stars,1525737600,
4,,False,"07 17, 2016",AO11YDRDG6CDE,B00F3ZMTO2,{'Format:': ' Online Code'},Amazon Customer,"It was an easy purchase, nothing about using the Microsoft Windows Store Gift card was difficult. In fact it comes directly to your email. I bought several for myself.","It was an easy purchase, nothing about using the Microsoft Windows Store ...",1468713600,
4,,True,"06 30, 2012",A1GLYOSN2S1L0L,B0054SODRE,,Searching4,"The gift was fine. However, we could not get the card to print correctly so we had to kind of ""make it work."" It did not look very professional.(I wish there were better or more obvious instructions on how to make it print correctly.)",print own gift card,1341014400,
4,,True,"06 20, 2013",A2RI06XWVW2U8R,B00CHSWGR8,,P D King,Who knew you could purchase gift cards from Amazon???!!  Terrific and very appreciated.  This was a gift for a co-worker and very neat.  Thanks!,Card,1371686400,
4,10,True,"05 31, 2016",AJHP8A4QDFPJN,B0091JL3OI,{'Gift Amount:': ' 50'},Susan R. in Oakland Park FL,"This was a birthday gift, and it arrived without paperwork of any kind!  My friend had no idea who sent it!  She actually had to call amazon to find out.  Perhaps I overlooked something when I ordered it, but to the best of my memory, the only thing offered was a gift receipt.  I didn't want that.  If I'm wrong, I apologize to amazon, but this lack of packing slips has not made things easier for customers, whether ordering for ourselves or others.

My friend told me that the mini-box is just as adorable ""in the flesh"" as it is onscreen.","CARD TERRIFIC, PAPERWORK LACKING",1464652800,
4,,True,"01 29, 2013",A1F9I3EW6ZUR57,B004KNWX3U,,Stacey Dodson,Got one for my father as he just got an IPad and loves to read.  So now he has a Kindle App and launched into the world of Kindle ebooks,Good Christmas Present.,1359417600,
4,,True,"02 27, 2018",A2T0LGPLQY2GW,B00BXQIGA6,,Amazon Customer,Great Christmas gift for my niece!,Great Christmas Gift!,1519689600,
4,,True,"01 25, 2018",A1U7TQ65OOXSOC,B01GF6WISE,,Cynthia,Nice product,Four Stars,1516838400,
4,,False,"01 5, 2014",A2KG7AJ3FGIZ4N,B004Q7CK9M,{'Gift Amount:': ' 100'},Julie J,"The gift was for a kndle user who has prime and downloads books, movies and tv shows.  He loved it.  I would give it five stars if the words I requested were written inside the card showing the name of the person receiving the gift, from whom it came and a short note.  Instead the requested words go on a small faded piece of simple paper in boring black ink and you have to cut out the paper and put it in the envelope.",Great Gift For a Kindle User,1388880000,
4,,True,"01 2, 2013",A2DOKVVHJ4NDH,B004LLIL2I,,Fazal N. Juman,"Purchased this to gift to a friend so they could buy a digital game on amazon.
Was fast and easy. Within minutes i had the code and emailed it to my friend.
Only prob was when my friend tried to purchase the digital game they were unable to redeem the code unless they entered their credit card info. This was a problem since they didn't have one and I ended up having to temporarily set up my credit card on their account so they could complete the purchase...which kinda defeats the whole purpose :/",Quick and Easy but one problem,1357084800,
4,,True,"01 24, 2016",AI3FVIVDAVDN3,B0145WHVKK,,Jean West,It was a perfect gift.,Four Stars,1453593600,
4,,True,"01 22, 2017",A310DNZ4WW1C0V,B00CHQ7I2S,{'Gift Amount:': ' 100'},Stacey A. Rizzo,Easy,Four Stars,1485043200,
4,,True,"12 24, 2012",A25DGKGQ4X8IYO,B004Q7CK9M,{'Gift Amount:': ' 15'},mrs.smartypants,"First, let me say that this is an excellent last minute gift. I ordered it and it arrived in less than 24hrs. It was to be a gift, but I opted to have opit sent to me so that I could give it to the recipient personally. I'm glad that I did, because there was just a small slip of paper in the package that had my personalized message to the recipient. I assumed it would be typed inside the card, but it was not. That is my only complaint. Other than that, it was a good value and arrived super fast.",Super Fast Shipping,1356307200,
4,,True,"07 19, 2013",A1ZXPP6F4YPFGG,B004LLILKK,,Cleosaby50,"For the I-don't-know-what-to-give-you moments in your life! Easy, easy, easy and I love the custom card option! Had a bit of trouble sending and recipient receiving. Still a great option for the long distance gift-giving.",Gift cards - The way to go!,1374192000,
4,,True,"11 8, 2016",A2EJ9W4Z86P0GM,B010RHMIAA,,Christopher Stewart,Delicious.,Four Stars,1478563200,
4,,True,"04 16, 2017",AHXKSIBNTWJ31,B00JDQKFPC,,Jimmy Nguyen,Excellent as I expected!!!!,Four Stars,1492300800,
4,,True,"06 6, 2016",A2QKP44UNCBN2S,B00K0PO7AO,,Amazon Customer,It worked very well!,Four Stars,1465171200,
4,,False,"08 15, 2018",A3BRMFLO8WV7EB,B00TEEU5X0,,Amazon Customer,"Just let other posters have said, you have to enter 600 before the rest of the numbers on the gift card. I have no idea why it doesnt say that on the card. Ive been trying to redeem it online for weeks until I saw these reviews. Sure enough, I entered 600 and was able to redeem right away. For a second I thought I received a dud gift cards, but that was not the case. I hope my review helps other out. Good luck!!",You have to enter 600 before the gift card number,1534291200,
4,,True,"07 20, 2017",AJ6T3OO7K19TL,B00MV9H2B8,,William P. Stevenson,Great Bar-B-Que,Four Stars,1500508800,
4,,True,"10 26, 2015",A19ZFWIKBIH2QG,B00I542CPE,,Manaka,"Cute and convenient card design, but i wish there was a printable envelope design also.","Cute, quick, and customizable",1445817600,
4,,True,"02 4, 2013",A6G2LMB6IUV40,B0062ONBC2,,F. Diaz,"As with any gift cards from any company, they are a good resource. They are easy and simple to add to orders. the ability to print and do online is great.",Gift Cards work,1359936000,
4,,True,"07 21, 2013",AHKFNQ0BBNZDB,B00A4EK106,,Kindle jacket,"This was a gift for my son's 46th. Birthday. Loved it since it was from Amazon, lots to choose from as far as gifts for himself.",Gift card,1374364800,
4,,True,"05 4, 2017",A31GKJ16GOLN8V,B01E4QQ6QM,{'Gift Amount:': ' 40'},KF,gift card,Four Stars,1493856000,
4,,True,"05 17, 2018",AQEHBPYOIFJJ1,B004LLIKVU,{'Gift Amount:': ' 50'},Belinda Jones,This item had no issues was enjoyed,Four Stars,1526515200,
4,,True,"12 27, 2017",AAB7YTGKBTM5J,B00BXLTR6S,,Amazon Customer,Perfect gifts for employees!  Too bad the limit the purchase amountI had to go elsewhere to find more.,Four Stars,1514332800,
4,,True,"08 31, 2015",A2DDS5YSX41P9Z,B00KV30IHG,,Dennis Roy,Yes it did,Four Stars,1440979200,
4,,True,"06 6, 2016",A150A9V2ECX0N6,B00BXQIGA6,,Amazon Customer,It was great and came when needed to be here.,Awesome Gift Card,1465171200,
4,,True,"01 13, 2013",A2PADPFNXACKY,B0062ON91K,,Rita Lidsky,It was right on point and very convenient.  My grandson appreciated the convenience of getting this via email.  We were both happy.,Channukah Card was Excellent.,1358035200,
4,,True,"04 3, 2018",AY70WOKOMROZN,B015WY0DOQ,,MH,"Why buy a Taco Bell gift card from Amazon?

Ability to get up to 5% using Amazon credit card. Ability to get $1 digital purchase benefit reward if you opt for slower shipping. Ability to purchase with gift card balance earned elsewhere on the internet (turn Amazon Turk dollars into tacos!). So many positives for this being offered on Amazon!",Why buy a Taco Bell gift card from Amazon? ...,1522713600,
4,,True,"01 7, 2014",A4MTA9L3FTD3L,B00G4IWAF0,,Paula Peterson,This was great to be able to buy on line and not have to make a trip out however I do think the actual gift cards are nicer to receive. I suppose I could have used nice paper to try and print it out and fold it. I did like the holiday theme on the print out.,Gift card,1389052800,
4,,True,"02 23, 2018",A12S62HH8QG3GK,B004LLIKVU,{'Gift Amount:': ' 50'},Yomenika Mata,It was a great gift to my family in Venezuela,Four Stars,1519344000,
4,,True,"12 11, 2012",A2DBU1QTZWI1H8,B004KNWX6C,,Karen E. Belkot,Easy to purchase and print. Would like to be able to utilize the templates but change/modify wording to coincide with the occasion.,Amazon Gift Cards,1355184000,
4,,True,"06 18, 2013",A2FUXS1PBUHCRT,B00BWDGYL8,,Jane Fritz,Very funny ... wish there were more like it ... Amazon is an extremely convenient way to get a gift & card to family who are hard to shop for!,Very cute,1371513600,
4,,True,"04 2, 2014",A2QAGO4F3HSNWD,B004Q7CK9M,{'Gift Amount:': ' 20'},Tashmoney,great idea worked out good. Got it for a friend and she enjoyed getting what she wanted.  I prefer this for anyone,great gift idea,1396396800,
4,8,True,"10 22, 2010",A2XB16WVRRDHCO,B002BSHDJK,,Rosanne,"Wilton always makes a good product, that's why I felt comfortable purchasing the wedding card holder.
We had about 120 guests, and the cage was full.  It is a little smaller that I had thought.  If you are having more guests, it may not work for you.","Lovely addition to the wedding, and easy to decorate.",1287705600,
4,,True,"06 26, 2015",A1R8IZGBANI94D,B004KNWWTA,,JunePearl,"just fine, always appreciated.",Amazon GC,1435276800,
4,,True,"12 29, 2013",A32WN09H7GQJ4P,B00G4IV2VI,,Telina,I would have given 5 stars if there was a time zone option. I'm ahead of US time so my Christmas gift wasn't received until Christmas night.,:),1388275200,
4,,True,"06 6, 2014",A3V1KL3UVK2YPE,B00H5BMH44,,momofthree,"I got this for my nephew's birthday. It was cute and entertaining, and my nephew liked it. Not much to say about a gift card.",Gift card,1402012800,
4,,True,"01 21, 2016",A3KJZ8XB446SNG,B00BXLSUF2,,P.E.,Mom loved it.,Four Stars,1453334400,
4,,True,"11 16, 2012",A2ABK0H7PVMZL5,B004LLIL3C,,FHG,Easy way to get everything to a loved one. Highly recommend for someone who has a kindle or online shopper.,very good gift,1353024000,
4,,False,"11 16, 2015",A1C1INO85GHIOM,B00AR51Y5I,,DM,gift card,Four Stars,1447632000,
4,,True,"01 7, 2015",A2FG228IV3XRVO,B0066AZGD4,,John Calandro,They put out a promotion that I would get,Four Stars,1420588800,
4,,True,"04 2, 2018",AQZSUGXZ49K68,B00FGEHKXU,,Bruce Simmons,good,Four Stars,1522627200,
4,3,True,"12 12, 2016",AWDLRBGFDHHMP,B0091JKVU0,{'Gift Amount:': ' 0'},Hope Friend,"As other reviewers have mentioned, the product itself is lovely and delivery is fast! However, the cards come in snowflake tins that are SEALED and there is NO indication of denomination anywhere.  Thus, one would either have to a) unwrap the gift card to determine its value or b) call Amazon and seek assistance.  After 20 minutes on the phone I was finally able to locate an Amazon employee who had me read each ( of SEVEN) card serial number to her so she could look up the value of each card. Come on, Amazon....I'm not the first one to complain about this.  I love you guys, but this is sloppy...",Mystery Cards!,1481500800,
4,,True,"01 3, 2017",A233IUYWI811QN,B0091JKVU0,{'Gift Amount:': ' 150'},Robert J Adams,nice case,Four Stars,1483401600,
4,,True,"01 10, 2015",A2FZT0BAJGF823,B00PMOT1L8,,Luci Luci,served it's purpose for stocking stuffer,Good Stocking Stuffer,1420848000,
4,,True,"03 27, 2018",A3RCNODY1XU2SN,B01E4QPDV6,{'Gift Amount:': ' 0'},tammie g,Wasn't  delivered with others and was late for Christmas.,Wasn't delivered with others and was late for Christmas.,1522108800,
4,,True,"03 5, 2018",A3NNNJAQ22RN10,B004Q7CK9M,{'Gift Amount:': ' 25'},Joyce Martin,This was a birthday gift,Four Stars,1520208000,
4,,True,"01 14, 2017",A2QRZLBZX3SMTW,B00BXLTR6S,,Summertime Lemonade,You cant ever go wrong with movies. Great christmas gift,Great christmas gift,1484352000,
4,,True,"01 22, 2014",ATR0EUG8I93A0,B00H5BMVG8,,PE Rovelo,I'm satisftied withs these purcahses... I find this service to be very helpful.  I live in central America and my children live in Texas and it makes it easier for me to get presents to them.  :),Chirstmas gift cards,1390348800,
4,,True,"11 7, 2013",ASJ84X1QJBJS6,B004KNWWMW,,Liran Doron,"Attractive, useful and easy to use and purchase. Good value. Would purchase it again and recommend others to do the same.",Great deal.,1383782400,
4,,True,"09 29, 2017",A385B45EOCLTUP,B01E4QRAX0,{'Gift Amount:': ' 25'},Jane Rueckle,I was the one who ordered the card.,Four Stars,1506643200,
4,,True,"01 8, 2014",A3I3K6QOEQTYRH,B00CT79116,,kathy,I like it. It's easy to make it work. but my friend got it and think it is a AD. :-(,Some good and some not,1389139200,
4,,True,"09 19, 2014",ACARJPDKD3TJN,B0066AZGJI,,Elaine Light,"The people I sent the gift to did not comment, but I enjoyed being able to personalize my Amazon gift card.",but I enjoyed being able to personalize my Amazon gift card,1411084800,
4,,True,"03 12, 2018",A1860V2PBYSL00,B00MV9GGEC,,Casandra R.,"Was expecting the worst after reading the first review but Im so glad that I tried it.  After 5 mins, like they said, I received the card and it worked as they said it would.",Was expecting the worst after reading the first review but Im so glad ...,1520812800,
4,,False,"12 18, 2016",A3CNJ5ULSL8XBN,B0091JKVU0,{'Gift Amount:': ' 25'},Jdub1965,The card came quickly and the packaging is very attractive . The only problem is - is that there is a cutout at the back that shows the card number. No element of surprise.,The card came quickly and the packaging is very attractive ...,1482019200,
4,,True,"03 7, 2018",A1TZ0N901NNIKW,B004LLIKVU,{'Gift Amount:': ' 50'},Rich T.,Gift card did not disappoint.,Four Stars,1520380800,
4,,True,"12 15, 2014",A1FIF73K3WST7C,B00H5BMF00,,RSMuirhead ,Email gift certificate.  Purchasing was easy and recipient got it right away.  I was emailed a confirmation of receipt when it was picked up.  Easy schmeasy!,Easy schmeasy!,1418601600,
4,,True,"06 25, 2010",A18PI3X5SCVTRS,B001GXRQW0,{'Gift Amount:': ' 100'},gsunil,"Received the card as promised - once again, you live up to your  name, Amazon.  Thanks!",As promised,1277424000,
4,,True,"11 7, 2014",A1V9C083WRYIDD,B00CHSWGFU,,Linda M. Miller,the recipient enjoyed it very much,Four Stars,1415318400,
4,,True,"06 23, 2017",AU0MUZNZYHV5F,B00MV9GCYQ,,T Williams,good,Four Stars,1498176000,
4,,True,"01 23, 2017",ANVCUN86PIUHY,B005ESMF5G,{'Gift Amount:': ' 0'},Nancy,"Bobby was excited that he could pick what he wanted to buy with his own money, The packaging was great",Surprise Gift,1485129600,
4,,True,"07 10, 2012",AMXUNYQDGE57A,B004KNWX6C,,Kat,"This a great gift idea for teenagers who have a kindle.  No fuss, good choices of cards. Quick and easy to use. Prompt service.  Would use again.",Gift Card,1341878400,
4,,True,"08 27, 2014",A1NJEANTON0VI9,B004LLILGO,,WILMER VALDIVIA,VERY GOOD,Four Stars,1409097600,
4,,True,"02 22, 2016",A327IJ9Q2WS5DE,B004Q7CK9M,{'Gift Amount:': ' 20'},Peabea,No problem with receiving the gift card and using it on Amazon. Gift recipient was very happy with it.,Happy With It,1456099200,
4,,True,"01 25, 2015",AY1H52L1HLM4H,B00G4IWEZG,,Diana Rizzuto,"hi
I am glad it said ""Merry Christmas""
thanks
dr",Pleased with card,1422144000,
4,,True,"11 28, 2012",A30W3YNKXDXK50,B004LLIL5A,,Roger B. Atkins,"The gift card by E-mail was received quickly.  The options included a card that fit the occasion.  If the process were less convoluted, and the card selection broader, the rating would be higher.",Gift Card by E-mail worked well.,1354060800,
4,,True,"06 1, 2013",A1EONI20P899I5,B004LLIL2I,,Lisa H. Kander,This is a quick and easy gift. It has always been appreciated when I have sent this to friends and family.,Easy gift,1370044800,
4,,False,"09 7, 2014",A38BZBOQ4CFC5R,B004Q7CK9M,{'Gift Amount:': ' 25'},Denise Doychak,cute,Four Stars,1410048000,
4,,True,"06 12, 2015",A2V6FKH79M0MQD,B004LLIL5U,,glenda childs,My niece was happy with the gift card,Four Stars,1434067200,
4,,True,"08 27, 2012",A1R3MV384HX35A,B004LLIL4G,,Larry Peacock,"My Son recommends your Gift Certificates for his Children.  I am buying a product today from Amazon using the gift certificate my Son gave me for Fathers Day.  I will  give your 'GC' five stars if I DO NOT  have to end up, after an hour of cussing, having to RESET my PASSWORD because AMAZON has my old e-mail addreess.  Why in the HELL can't you send my PASSWORD to  my Account e-mail at the same place you just sent at least a hundred e-mail invitations without my having to RESET my PASSWORD.  Here I go into your MAZE of SECURITY and PITFALLS to keep the process from being simple and enjoyable and earning a FIVE STAR rating.

Peacock",Grandsons Gift Certificate,1346025600,
4,,True,"01 18, 2014",A388IK2FP5E2SL,B004LLILGO,,Kenneth R. Freer,My Daughter liked it and that's the main thing.  Nice to be able to send a gift like that.  The $10 bonus wasn't bad either.,Gift card review,1390003200,
4,,True,"12 10, 2013",A2W4EP05SFYOCK,B004Q7CK9M,{'Gift Amount:': ' 25'},shophappy,It is a gift card and its a gift so I hope that the receiver loves it!!  I like the way it looks and that it comes with a matching card.,Amazon.com Gift Card with Greeting Card - (Snowboarding Snowman design),1386633600,
4,,True,"01 29, 2014",A1JOL7R4B2TML9,B00G4IURXW,,Jenny,I like that it was so easy to email the gift cards to the people that I needed to.  I liked that you got an email saying that the cards that been sent and also when the person received the email with the gift card.,Birthday and Christmas gifts,1390953600,
4,,True,"01 6, 2017",AIMJHSJS3SVQV,B0091JKVU0,{'Gift Amount:': ' 100'},Gas City Smitty,Hard to beat the tin box.,Four Stars,1483660800,
4,,True,"05 1, 2015",A30IUCVCCPAMP4,B0062ONJ6U,,kathleen anderson,excdllent choice for a gift. our cildren were very appreciative.,Four Stars,1430438400,
4,,True,"11 7, 2015",A12NFEZ8AYZQAR,B0145WHQPA,,Amazon Customer,It worked out very well.  It is better then sending cash through the mail.,It is better then sending cash through the mail,1446854400,
4,,True,"12 23, 2014",A62QFVE2NKLN9,B00O5C5824,,Hector Samra,Great gift!!!,Four Stars,1419292800,
4,,False,"10 24, 2014",A3RB2H7MY11POD,B004Q7CK9M,{'Gift Amount:': ' 25'},rwoods,"You really can not go wrong with a gift card. However, it was supposed to have a personalized message with it as it was a birthday gift shipped directly to the person. The message was missing and that was disappointing.",The gift that gives more,1414108800,
