overall,verified,reviewTime,reviewerID,reviewerName,reviewText,summary,sentiment_label,texto_limpio
5,True,"08 12, 2016",A2EI73WCHYCK6Y,Susan,nice... the recipients were very happy!,Five Stars,0,nice recipient happy
5,True,"07 25, 2014",A2G3A26QW0CU7,felix,Good,Five Stars,0,good
5,True,"02 2, 2014",A31D8D2Z96YWUR,ah,"Came within a day, much quicker than I anticipated, and was exactly what I was looking for -- a simple, quick present that was easy to individualize by writing on the inside. I just wish there were more options in terms of the cards available.",Good quick gift,0,came within day much quicker i anticipated exactly i looking simple quick present easy individualize writing inside i wish option term card available
5,True,"05 16, 2016",A3TIG0EUNGUI33,KEVIN PARADIS,Easy to order and print out.,Five Stars,0,easy order print
5,True,"12 18, 2016",A31ZF94402IEO6,Sekeeta,This is a cute gift card!,Arrived Quickly!,0,this cute gift card
5,True,"01 11, 2017",A3VDQG5BY8IEPH,Amazon Customer,Excelllant,Five Stars,0,excelllant
5,True,"06 28, 2017",A1ZZ0JB3F4KECH,FRANCISCO,Was able to get it on time for a gift!,Great Gift Card,0,was able get time gift
5,True,"06 22, 2016",A3RUHIUDIBTDCW,Pamela M. Palm,Another gift that was appreciated.,Five Stars,0,another gift appreciated
5,True,"12 26, 2016",A3IBVG7WFPSD8N,Lee T. Snook,great,Five Stars,0,great
5,True,"12 21, 2014",A19O6HB73QRXBP,Keith,"Gift card with a free box. Boom, Christmas/ Birthday present. Doesn't get any better than that. OH and did I mention it arrives really fast? Well it does.",Why wouldn't you get the free box?!,0,gift card free box boom christmas birthday present doesn get better oh i mention arrives really fast well
5,True,"01 14, 2018",AI6B4CB0J1VG8,PJ,as expected,Five Stars,0,expected
5,True,"07 4, 2016",A3NG1UTSH73TRO,Laila,Used this to give a prize at work. Makes everyone happy and very easy to give,Great for work and recognition,0,used give prize work makes everyone happy easy give
5,True,"10 29, 2013",A3OAJYHRN4GUNF,Peg,Bought for my son for his kindle.  I liked being able to print it and give it to him right away.,easy ordering,0,bought son kindle i liked able print give right away
5,True,"06 8, 2015",A33WRDUHDSN14T,Linda,This was a hit as a gift for a friend.  I will be purchasing this again.  It's perfect and easy!!,Perfect gift.,0,this hit gift friend i purchasing it perfect easy
5,True,"06 7, 2018",AZH7CIWJ4AEI,JOSEPH A. REARDON JR.,Perfect for gift giving/,Five Stars,0,perfect gift giving
5,True,"12 7, 2016",A122EWVQPCOA1Q,Jasper Pham,Very easy to use and very quick to purchase.,"Used it multiple times, will definitely use more!",0,very easy use quick purchase
5,True,"05 1, 2016",A22ZAWNMWNAFP1,Amazon Customer,Great,Five Stars,0,great
5,False,"01 27, 2012",AGSK3ECASU0QO,Kevin Dimond,You can basically buy anything from Amazon. Need to get something for someone but just don't know what they want or need? Don't buy them a gift card to Best Buy or some other retailer. Get this for them. They'll love you and you'll feel good about yourself for not getting a useless gift.,Amazon Giftcard is a wish granted,0,you basically buy anything amazon need get something someone know want need don buy gift card best buy retailer get they love feel good getting useless gift
5,True,"12 19, 2016",A2DJZ69GR5MLCI,Miss Isabel,This is a Christmas gift for a family member.,Five Stars,0,this christmas gift family member
5,True,"07 29, 2015",A1L95ZYCTC5S2T,Cynthia/Cyndi  Hernandez,Great!,Five Stars,0,great
5,True,"07 18, 2018",A38NMVG4KF4Z6R,Linda,Great,Five Stars,0,great
5,True,"07 15, 2016",A23PLLPCKN6ELB,Lex,"Great, and comes in a birthday card holder.  hanks!",Five Stars,0,great come birthday card holder hank
5,False,"03 17, 2017",A2MOPSACAZEAII,D. Kraxberger,"Perfect gift for someone who love to shop...Amazon!! Unique, creative packaging.",The Perfect gift.,0,perfect gift someone love shop amazon unique creative packaging
5,False,"12 1, 2017",A1YWBH0MA1A9HG,Amazon Customer,Fast sht,Five Stars,0,fast sht
5,True,"12 27, 2014",ABKU44Y6GWWOS,stacey baumgardner,Were a gift and it was loved by both my daughter and her boyfriend.,good gift,0,were gift loved daughter boyfriend
5,True,"12 23, 2016",ANNQ6YRW9B8ZN,John DiMare Sr,AA,Five Stars,0,aa
5,True,"12 26, 2015",A1F4PU3XRVFN1N,B. Robinson,Cannot go wrong,Five Stars,0,cannot go wrong
5,True,"01 20, 2015",A31B8ZZSD3952L,TT,"Had trouble getting the mailing address correct, but once that was cleared up everything went well.",Love it,0,had trouble getting mailing address correct cleared everything went well
5,True,"06 16, 2018",A1LCC7PM2I1054,Cynthia Neal,Love these cars,Easy use of ecards,0,love car
5,True,"03 21, 2018",AZJ4SPK2Q0RNX,Kim Boettcher,"I bought gift card for a Christmas gift, I mean how can you go wrong with giving a loved one an Amazon gift card. Just perfect!",Everyone would love an Amazon gift card!,0,i bought gift card christmas gift i mean go wrong giving loved one amazon gift card just perfect
5,True,"08 5, 2016",A1ELHFIXG69XZ4,Amazon Customer,Yes it was perfect.,Perfect Gift!,0,yes perfect
5,True,"01 27, 2015",A2DP2DK1IE3AW,NEUDIS J. HERRERA.B.,all right,Five Stars,0,right
5,True,"03 13, 2015",AY1YNN6PAYNW9,H &amp; K,Makes a great Christmas gift.... You may as well let them buy what they need or want.,Great idea for gifts!,0,makes great christmas gift you may well let buy need want
5,True,"07 20, 2017",A2WYBMQECHM6FO,H. J. Blumencranz,"The packaging of this gift card is adorable, making it much more like sending a gift than just sending money.",For graduation gifts - so cute!,0,the packaging gift card adorable making much like sending gift sending money
5,True,"08 19, 2012",A2M1OP2RRSKIZK,MIGUEL CONTRERAS,"LO ROCOMIENDO, ES MUY SEGURO ,ESTE SISTEMA DE COMPRA, CONFIEN EL EL, RAPIDO CONFIABLE,PUEDE MANTANER EL NUMERO Y DARLO DE REGALO DESPUES",GIFT CARDS  EXCELENTE,0,lo rocomiendo es muy seguro este sistema de compra confien el el rapido confiable puede mantaner el numero y darlo de regalo despues
5,True,"02 3, 2018",A28SHNLL5S3X8K,Lolis,Easy to use.,Great gift,0,easy use
5,True,"02 8, 2017",A24VVD5OVW61BI,Sharon Clay,This is the perfect way to book a hotel room.,Five Stars,0,this perfect way book hotel room
5,True,"01 19, 2014",A3FLV9NLYY2EL6,Tiffany Blackman,Fun way to give the gift of tech to someone. Gave it to a coworker. The really thought it was cool.,Cool Way to Gift an Item,0,fun way give gift tech someone gave coworker the really thought cool
5,True,"07 31, 2013",A1RFTAI1PS767E,carolyn gearside,"I got the voucher for my sister for her Kindle, she got a surprise as she lives nin the next state and it is hard to buy for her.",great present,0,i got voucher sister kindle got surprise life nin next state hard buy
5,True,"06 13, 2016",A12W1AZ7EWC2ST,Southern Mom,Super easy to shop for gift cards.  Fast shipping!,Love to buy gift cards without going to store.,0,super easy shop gift card fast shipping
5,True,"01 20, 2013",A1NLEASAJLNXWY,georgia1026,I loved the option of being able to purchase and print the gift card from my computer in my last minute rush to ship Christmas gifts.,Last minute stocking stuffer,0,i loved option able purchase print gift card computer last minute rush ship christmas gift
5,True,"06 13, 2017",A2T06T6UZ573BH,Amazon Customer,My Whole Foods loving sister was ecstatic!  Love being able to get it to her ASAP -- immediate gratification for all parties!,Whole Foods e-cards,0,my whole foods loving sister ecstatic love able get asap immediate gratification party
5,False,"03 20, 2015",AAVVKGLT48VZT,Eric,Very quick and prompt service! !!!!!!!!!!!!,Five Stars,0,very quick prompt service
5,True,"01 12, 2016",AESHYC6MGOSF3,Allison,Super cute and sturdy for a gift bag,Five Stars,0,super cute sturdy gift bag
5,True,"02 26, 2016",A1ROF9AAZ3JU9F,Amazon Customer,quick and easy to use. Great!,Five Stars,0,quick easy use great
5,True,"11 29, 2017",ATQD71BUPTE5C,PattyDE,What could be better?  The recipient can choose anything they want~,Perfect gift,0,what could better the recipient choose anything want
5,False,"11 14, 2015",AIP32S4JWIKID,Amazon Customer,Great for a gift!!,thank you!,0,great gift
5,True,"11 18, 2013",A3745FIIGLLSCS,DianaJae,"The video is really fun, and the recipient loved the whole thing.  Not sure I will choose Facebook next time as the avenue.  The recipient almost missed it entirely by uncharacteristically going a few days without checking Facebook.  I had to call her up and tell her (again) to go in and claim it.  Once she did, she loved it.","Great Fun, fab way to gift.  However delivery by Facebook post went unnoticed by recipient.",0,the video really fun recipient loved whole thing not sure i choose facebook next time avenue the recipient almost missed entirely uncharacteristically going day without checking facebook i call tell go claim once loved
5,True,"04 18, 2015",A7MQJ32WCS36Z,Amazon Customer,"what can be said - giving someone ""money"" to spend as they choose, it has become the American way.",Five Stars,0,said giving someone money spend choose become american way
5,True,"07 19, 2013",APIQDFG3O9VB1,Lisa McKenna,This process could not have been easier or more convenient. Thank you so much for offering such a great service.,Gift Card,0,this process could easier convenient thank much offering great service
5,True,"01 9, 2017",A2X616HR0FF4KK,patty jaye logan,arrived quickly... gave it to honeyman as part of Christmas gifts... he put it towards a drone...,great gift!,0,arrived quickly gave honeyman part christmas gift put towards drone
5,True,"11 24, 2015",A13PZ2EB8U515B,V. Poon,I'm a dude but even I can say this beer is quite soft. It will make the perfect gift,Good Quality Teddy Bear,0,i dude even i say beer quite soft it make perfect gift
5,True,"02 25, 2014",A2HJ9XH15MWXFS,Michelle Hathaway,The baby shower gift card is a convenient and easy way to give a gift and you can schedule the date of email delivery.,Baby shower gift card,0,the baby shower gift card convenient easy way give gift schedule date email delivery
5,True,"03 7, 2018",A19DA2BER1N542,M Daube,Easy Christmas present and always a hit to send an Amazon gift card.,Five Stars,0,easy christmas present always hit send amazon gift card
5,True,"01 20, 2017",A1KU8DS7KA7OYT,Mike,Was bought around the holidays for $20 as a gift for my brother.  He loved it and it's a great way to save some money on your part.,Great for a gift.  Keep an eye out for when it goes on sale.,0,was bought around holiday twenty gift brother he loved great way save money part
5,True,"03 26, 2017",A16XX6T2CKX6BK,don netherland,It came loaded with the correct amount of money.,Good,0,it came loaded correct amount money
5,True,"01 11, 2018",A12JZKFEBY7IZP,Amazon Customer,Came in a nice tin!,Five Stars,0,came nice tin
5,False,"11 15, 2014",A1BH2595I6AS1W,Amy Lashlee,Thank heavens for Amazon Gift Cards.  I hate shopping.,I hate shopping.,0,thank heaven amazon gift cards i hate shopping
5,True,"11 14, 2014",AUVFRUZ5W2HDV,Elaine B. Passey,This was so great!,Five Stars,0,this great
5,True,"06 27, 2015",AMSL0QFZNRH79,C.H. in Cucamonga,"It's a gift card, it worked. Can't go wrong with it.",Five Stars,0,it gift card worked can go wrong
5,True,"06 9, 2015",A3PQCU1QHP8CQZ,Sadie,Great gift idea for Amazon shoppers!!!,Go Giftcards!!!,0,great gift idea amazon shopper
5,True,"02 16, 2018",A1U3P6CVICFRP4,DeeC,"Order one every year, no problems thus far.",Five Stars,0,order one every year problem thus far
5,True,"01 24, 2015",A2HJ2DZAFU53MN,Mrs.Susan Spedding,delivered on time and the recipient was very pleased.,as expected,0,delivered time recipient pleased
5,True,"07 2, 2016",ADDOI280FBW80,Cindy R. Frazier,Exactly what you paid for.,Five Stars,0,exactly paid
5,True,"10 23, 2015",A19L36CGN6S4BI,JulesD,I love this beautiful and creative card. I was able to write a nice personalized message for each of my sweet 16s this year and they both loved it!,I love this beautiful and creative card,0,i love beautiful creative card i able write nice personalized message sweet sixteen year loved
5,True,"02 20, 2016",A2NAX5PDQ4HP56,LarryG,"We got the card as a Christmas gift for our son.  He shops Amazon on a regular basis, so the card made our Christmas shopping very easy.",so the card made our Christmas shopping very easy.,0,we got card christmas gift son he shop amazon regular basis card made christmas shopping easy
5,True,"05 24, 2018",A1C2XZAUM0ID89,Aaron Smith,Got the card for $25 with a $5 coupon.  Deal all day.,Five Stars,0,got card twenty-five five coupon deal day
5,True,"04 28, 2016",AW1DXXZVWM9NR,Teresa Grorud,works great to add money to my son's fire w/o having to put in my credit card #,Five Stars,0,work great add money son fire w put credit card
5,True,"10 3, 2016",A2IGQD42M09ZRG,Sherndon,Perfect card!  Grand baby loved it!,Perfect card! Grand baby loved it,0,perfect card grand baby loved
5,True,"06 21, 2016",A18TGLOS1VL1MQ,Brenda W. Flood,perfect gift!,Five Stars,0,perfect gift
5,True,"01 26, 2014",A33VB8XKHDP59H,debra baker,"I chose this rating because it was so easy to do. I liked the graphics, easy to create and print out. Plus the recipient loved the gift.",So easy...,0,i chose rating easy i liked graphic easy create print plus recipient loved gift
5,True,"12 15, 2016",A30R4T0NR0DBRE,linda thompson,Love the star box and she will love the card,Five Stars,0,love star box love card
5,True,"09 20, 2015",A29FZJMQR91PHV,GrannyGoose,Amazon gift cards never disappoint when needing a fast gift. Delivers by email or snail mail when promised.,Great gift,0,amazon gift card never disappoint needing fast gift delivers email snail mail promised
5,True,"05 10, 2016",ABZYDP6Y9PLBR,Donna,My granddaughter loved it.,Card,0,my granddaughter loved
5,True,"01 26, 2015",AOWV2ITEC41C5,Donna Zito,Always happy with s gift card.,Five Stars,0,always happy gift card
5,True,"02 21, 2015",A2JP0A0YD5EM1U,Caphap,So great to be able to get this from our desk!!!,Five Stars,0,so great able get desk
5,True,"04 10, 2014",AF1AC35AXY7YM,Gustavo Palmera,"I help me so much for the buying of my items, I appreciate it and considered for future buyings. greetings",Very Good,0,i help much buying item i appreciate considered future buying greeting
5,True,"01 22, 2015",A1D9VITU4FQILE,RAMON C.,EXCELENTE,Five Stars,0,excelente
5,False,"01 27, 2012",A3QG7LTLNMO0TD,Eilonwy E.,For people who don't need to unwrap a large box this is perfect.  I like being able to get just what I want or the things I wouldn't normally buy for myself.,Great gift to Receive!,0,for people need unwrap large box perfect i like able get i want thing i normally buy
5,True,"01 18, 2017",A2LPEX5V7Q7F1,Lynne R. Beaird,Ordering a Bass Pro Shop gift card online for a Christmas present to my Great Nephew was a total success.  A very positive experience and the communication and verification was an easy professional process.  Will definitely use again!,Best Christmas Gift Decision,0,ordering bass pro shop gift card online christmas present great nephew total success a positive experience communication verification easy professional process will definitely use
5,True,"08 31, 2013",A2J6SCBRJ41FPV,Henry Zerpa,We used to buy gift card eventually. And they are useful when you need to make a bigger purchase. It is worthy,Thanks,0,we used buy gift card eventually and useful need make bigger purchase it worthy
5,True,"03 12, 2015",A1GPAVD7JJQKLP,PattyLou,How can you not like an Amazon gift card?,gift cards are wonderful,0,how like amazon gift card
5,True,"08 18, 2013",A9AEO87V2NX0E,Aidsa PR,Excellent option for a gift for those in love with music!! My friend was very happy when she received it.,Gift card- MP3,0,excellent option gift love music my friend happy received
5,True,"07 18, 2015",A2TAJCX2U6WAHW,Simon Zyrianov,Easy to upload and adjust,Five Stars,0,easy upload adjust
5,True,"01 6, 2015",A1ACCZIIT4QS9Y,S. Milloy,"For my grand daughter for Christmas....she was a ""happy camper!""",Five Stars,0,for grand daughter christmas happy camper
5,True,"12 24, 2014",ARQ6KHU95X3GQ,Clare L. Dolim,The gift card did arrive in time for Christmas,Gift Card,0,the gift card arrive time christmas
5,True,"03 13, 2017",A38PMT4AFN246B,Amazon Customer,Super quick and cute,Easy,0,super quick cute
5,True,"02 28, 2015",A1W8HUHHOKOPF0,silvia elias,Great way to give so friends can choose what they want.,Five Stars,0,great way give friend choose want
5,True,"01 19, 2017",A3E5O89DUXT659,Peter G,"Crispy cream donuts, what else can I say live it",Five Stars,0,crispy cream donut else i say live
5,True,"04 19, 2018",A3M0SM61P3KM4B,Scott C Graves,Very convenient.,Five Stars,0,very convenient
5,True,"10 3, 2014",A37UUUEYWKSU7G,Olly,"As far as gift cards go, this one was perfect. We bought it, sent it, and the recipient used it. Could it come in a better package? What else can you say about a gift card?",Worked Perfectly,0,as far gift card go one perfect we bought sent recipient used could come better package what else say gift card
5,True,"08 20, 2014",A319JDHA6AUPIS,Vimla Dave,Excellent,Five Stars,0,excellent
5,True,"10 13, 2014",A12WA1GNU2G221,Jeff Cherry,Fast shipping... Item as described....,Five Stars,0,fast shipping item described
5,True,"01 26, 2013",A16500K1LHUVL6,Lauren N,Perfect gift for the adult son for whom it seems impossible to select. No waiting. Print it out on the spot!,Perfect Gift,0,perfect gift adult son seems impossible select no waiting print spot
5,True,"03 2, 2016",AWP63SBP0HIQ5,Jean Cockroft,great,Five Stars,0,great
5,True,"11 19, 2014",A32FC9LGNFYOSQ,K. W.,It was perfect! It brought on some laughs!,Five Stars,0,it perfect it brought laugh
5,True,"04 16, 2018",A1MRWV4773C9R5,ammaw,my grand daughter loved spending it,Five Stars,0,grand daughter loved spending
5,True,"08 13, 2014",A3U3CXLUPUAMA1,socalledtv,Ther eis so much hat one can buy through Amazon and so it makes it very easy to present this gift card.,... buy through Amazon and so it makes it very easy to present this gift card,0,ther eis much hat one buy amazon make easy present gift card
5,True,"03 29, 2017",A1VEM3XEYA2FV,William Campbell,Everything as promised.,Five Stars,0,everything promised
5,True,"04 18, 2016",A8K5I4MF6QCGJ,saturday mourning,Exactly what I needed!!!,Exactly what I needed!,0,exactly i needed
5,True,"12 31, 2014",A8GAFUB6RRNOF,Gerard Cahill,Very cool!,Five Stars,0,very cool
5,True,"11 25, 2014",A1PUZS8MAKGDZR,EW,This is a gift card. Not much to review here.,Five Stars,0,this gift card not much review
5,True,"12 30, 2014",A2W0L5PJUG497T,luckymama,We always love American Eagle products.  I got this on one of the pre-Christmas deals and used it as a gift.  It was a hit!,We always love American Eagle products,0,we always love american eagle product i got one pre christmas deal used gift it hit
5,True,"05 23, 2017",A3LLLE8G5QW6V6,DownHomeGal,Easy,Five Stars,0,easy
5,True,"12 30, 2016",ARNBTPQAFSDGW,Bev,Plain card... But the box was so cute and didn't have to wrap.  Loved it!,Such a nice box!,0,plain card but box cute wrap loved
5,True,"12 17, 2015",A333GGTZSUJC30,Ms. Flowers,"A Gift Card is always a great gift, especially when you know what the person like's to do.",Giving a Gift of Movie Night is a Winner!,0,a gift card always great gift especially know person like
5,True,"12 22, 2016",ABFYSC6AC0TKA,K,This was a gift for my son who absolutely loved it!!,Five Stars,0,this gift son absolutely loved
5,True,"12 18, 2016",A3IKDNFMNF0AJE,Teresa H,"Gift card holder was made of paper, I thought it would be plastic or metal. Other than that it makes a great gift for my brother-in-law for Christmas. Would buy again.
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Bass-Pro-Shops-25-Gift-Card-With-Gift-Card-Holder/dp/B00U6OPWBM/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Bass Pro Shops $25 Gift Card - With Gift Card Holder</a>",Bass Pro Shops $25 Gift Card - With Gift Card Holder,0,gift card holder made paper i thought would plastic metal other make great gift brother law christmas would buy data hook product link linked class link normal href bass pro shops twenty-five gift card with gift card holder dp b00u6opwbm ref cm_cr_arp_d_rvw_txt ie utf8 bass pro shops twenty-five gift card with gift card holder
5,True,"05 10, 2014",A12A1IPT9ZHNY2,Maryann Lewandowski,I loved that I could just pop a gift on Facebook for my Sister! It surprised her and it was fun to do!,Gift for Sister,0,i loved i could pop gift facebook sister it surprised fun
5,True,"10 20, 2014",A368TXX6SGDRMP,Ruffler,"Quick, efficient, no glitches",Five Stars,0,quick efficient glitch
5,True,"05 16, 2018",A2B2O41IVTOSO1,Just me in wv,Best way to buy gift cards!,Convenient!,0,best way buy gift card
5,True,"04 4, 2017",A3TMGL9FUM0PE0,presidential status,Work fine. Awesome food.,Five Stars,0,work fine awesome food
5,True,"06 8, 2018",AUOUSTEIQIJO7,michelle warner,It was given as a prize at a family function...yummy,Five Stars,0,it given prize family function yummy
5,True,"07 19, 2016",A35S2WL2F27WC7,Nicole,Great item!,Great item!,0,great item
5,True,"10 16, 2016",A3OO6EJDFTHH09,D. Lawrence,So I ordered these gift cards for me mothers birthday. They arrived on time and she loved them. I just love amazon prime.,On time every time.,0,so i ordered gift card mother birthday they arrived time loved i love amazon prime
5,True,"03 5, 2018",A3GEJ3HOOZX66W,Amazon Customer,"Great present , easy to purchase and eat to use, no fees.","Great present, easy to purchase and eat to use",0,great present easy purchase eat use fee
5,True,"03 1, 2016",A3A5WAVC1WYOV1,sallystuff,Loved the case,Five Stars,0,loved case
5,True,"04 22, 2017",A1SQYG82PN6CWL,Michael J. Frecker,Hard to give this less than 5 stars.,Five Stars,0,hard give le five star
5,True,"08 9, 2016",A388P17JB1NBQ9,Amazon Customer,NONE,Five Stars,0,none
5,True,"09 23, 2015",A2M4M8CBSDHEIB,M Bezener,"They loved their personalized card, thanks!",Five Stars,0,they loved personalized card thanks
5,False,"08 6, 2014",A5TKH1THIK9R5,s.scheck,cards work,great,0,card work
5,True,"08 19, 2016",A2RBBXV3TL1QIC,Amazon Customer,"Boston Market, please don't ever go away. Got this on a lighning deal for $20 bucks! Yahoo","If you haven't had Boston Market, you're missing out!",0,boston market please ever go away got lighning deal twenty buck yahoo
5,True,"01 1, 2018",A1ENR0YLS6SM6L,Brenda Burke,Granddaughter thrilled to get these-I sent to several as gifts!,Great gift,0,granddaughter thrilled get i sent several gift
5,True,"03 27, 2017",A13D01VQ1GSBXI,Dinah L. Perdue,Nice item and quick deliver.,Five Stars,0,nice item quick deliver
5,True,"01 14, 2017",A2V7Z43AQ7YCFF,dorothy schulz,great way to give a gift when you know where the recepient likes to eat.,Would purchase again.,0,great way give gift know recepient like eat
5,True,"12 9, 2014",A1OGX3V4GASEVE,Tim Pry,Gift cards..,Five Stars,0,gift card
5,True,"06 6, 2018",A26DGYOKXINWZ1,j.barden,Was a gift for my daughter. Who would not love it???,Who would not love it?,0,was gift daughter who would love
5,True,"08 26, 2013",A3H65F74PCVSNU,Donna Clevenger,...are always the perfect gift for my family who do not live close by!...they can choose exactly what they want!,giftcards,0,always perfect gift family live close choose exactly want
5,True,"08 10, 2015",A1LB5HBMKNB4Q7,carole,Best way to make dad happy!!,Five Stars,0,best way make dad happy
5,True,"06 8, 2016",A4H9BCPZXWWZ4,Amazon Customer,"Very convenient, safe and secure way to send a gift to a loved one immediately!
cmv/Buffalo",safe and secure way to send a gift to a loved one immediately,0,very convenient safe secure way send gift loved one immediately cmv buffalo
5,True,"12 13, 2017",A1QG0FT0ITCTZK,Emily,exactly what i ordered perfect for the holidays,Five Stars,0,exactly ordered perfect holiday
5,True,"07 23, 2016",A2TBMNY19J2V9N,MRS.HATCHETT,Awesome product,Five Stars,0,awesome product
5,True,"03 10, 2016",AFMBMGF7FHU0C,Janett E.,The perfect gift for my niece.  This way she can buy what she wants from Amazon's large selection.,Perfect gift...,0,the perfect gift niece this way buy want amazon large selection
5,True,"09 29, 2014",A1CZF998KUNNPU,Dontra Davis,Allow the recipient to purchase the gift they want.,Right for all occasions,0,allow recipient purchase gift want
5,True,"05 12, 2017",A34JP8QRZRS7W5,dood,Brilliant,Five Stars,0,brilliant
5,True,"05 9, 2016",A1PK3HQ15TG2P3,Marta,"I gave this card as a Christmas present to everybody on my list, and each and everyone was thrilled!",Everybody's favorite present!,0,i gave card christmas present everybody list everyone thrilled
5,True,"01 10, 2017",A1KZSYFI6QQ4LT,Samantha T.,"Can't beat the price. Got it for $20 on a lightening deal. I try and stick up on giftcards when they're on sale just to have on hand for a rainy day.....plus it's ""Krispy Kreme""",Love gift cards,0,can beat price got twenty lightening deal i try stick giftcards sale hand rainy day plus krispy kreme
5,True,"06 10, 2015",A3EXSC5U8VU8VW,Ladybug,This was the perfect gift for my son...he could select whatever met his fancy!!!,Perfect,0,this perfect gift son could select whatever met fancy
5,True,"06 11, 2017",A2WZFZZ1Q7WKQ1,Alicia,"Great packaging. The bow is just enough of a color pop to catch someone's eye, and against the white/grey background the recipient knows there's something special inside.","The best things come in small packages, am I right?",0,great packaging the bow enough color pop catch someone eye white grey background recipient know something special inside
5,True,"12 31, 2017",ALKCKX02GDAZH,Peg,Love the Gift Box! My son loved the gift!,Five Stars,0,love gift box my son loved gift
5,True,"09 3, 2017",A39PGB75U8PLZ1,Paul Claessen,Ok,Five Stars,0,ok
5,True,"07 18, 2016",A3M3FAXQNTY7MB,Tara Harton,It was easy!,Five Stars,0,it easy
5,True,"07 15, 2018",A24HHCZULRXZB7,Melody,"Excellent gift, great tin!",Perfect for everyone,0,excellent gift great tin
5,True,"05 14, 2016",A3EO6U0X4J29P3,Threescompany79,Just as described and arrived fast!!,Perfect,0,just described arrived fast
5,True,"05 30, 2016",A3EHP3GDZ65P2T,Southwood16,Provided an excellent presentation for a birthday gift card.,A Happy Birthday Gift!,0,provided excellent presentation birthday gift card
5,True,"01 5, 2015",A34JUI7TYX9KRZ,Tanya Benson,I love how you are able to print a gift card off at home.  Great last minute gift.,Five Stars,0,i love able print gift card home great last minute gift
5,True,"05 28, 2014",A243QR9M6R1PD7,Susan Jones,"I got this for a last minute birthday gift, was there instantly and was easy to get sent to the recipient!",easy gift to give,0,i got last minute birthday gift instantly easy get sent recipient
5,True,"10 25, 2013",ACZSN6WNUHEGO,Cindy,My mom is such a fan of Amazon so she was thrilled to receive an E-mail Birthday gift card.  Amazon makes it so easy to send and redeem gift cards.,Mom loved it!,0,my mom fan amazon thrilled receive e mail birthday gift card amazon make easy send redeem gift card
5,True,"03 4, 2017",A3DIJ2V4KZ94AM,Hpascua,"Was a Christmas gift, they loved it, good price shipping, would recommend","they loved it, good price shipping",0,was christmas gift loved good price shipping would recommend
5,True,"12 8, 2016",A32GRJQNT5X9PN,3moons,So fast and convenient.,Five Stars,0,so fast convenient
5,True,"03 13, 2016",A3KUBZ9R4X9Y6Z,Tessa,Great product for people you just don't know what to buy them. It shipped fast a they had a present to open.,Gift Card,0,great product people know buy it shipped fast present open
5,True,"03 12, 2017",A1YFZ683CMZ98U,autumn,Ty,Five Stars,0,ty
5,True,"01 7, 2018",A3IJAGX89IW9AA,JeremyWring,as expected,Five Stars,0,expected
5,True,"01 13, 2018",ALN2HC3WQVUN7,C. Wilson,Can't go wrong with an Amazon gift certificate.,Everybody loves an Amazon gift certificate!,0,can go wrong amazon gift certificate
5,True,"06 14, 2018",A19J7JYUT54GKM,C. Macrae,"Yeah, its nice to be nice I guess :)x.",its nice to be nice I guess,0,yeah nice nice i guess x
5,True,"01 23, 2017",A21O7ZFWMTBRL6,M. Heidel,"Perfect delivery, just in time. Great! Nice presentation and best solution for uncles living abroad :-)",Perfect!,0,perfect delivery time great nice presentation best solution uncle living abroad
5,True,"06 6, 2016",A3102MKIVXCS5G,PAM,AAAAA+++,Five Stars,0,aaaaa
5,True,"11 18, 2014",AMA2IDBBBXQB7,Quilter Grany,Amazon Gift Cards are such a BLESSING! Who doesn't wanna shop on Amazon?? Anything a person could want is on here and at such good prices. I recommend using their Gift Cards for any person you may be in question of what to get for them.....,Anything a person could want is on here and at such good prices. I recommend using their Gift Cards for ...,0,amazon gift cards blessing who wanna shop amazon anything person could want good price i recommend using gift cards person may question get
5,False,"06 2, 2012",A258GLZM3URRGJ,Rhc57,The gift card was great! I had no problems using it whatsoever. Please send me more. Love shopping with free Amazon gift cards to help defray the cost of items purchased.,Gift card,0,the gift card great i problem using whatsoever please send love shopping free amazon gift card help defray cost item purchased
5,True,"12 5, 2017",A1PGEVY0S98WCC,Melissa Bray,"Was a wonderful addition to the 'Saran Wrap Ball' Christmas Party Game!
Thank you very much!",Five Stars,0,was wonderful addition saran wrap ball christmas party game thank much
5,True,"12 1, 2016",AQ5E531L0AB1U,savvy shopper,Just what he wanted for Christmas.,Perfect for gift giving,0,just wanted christmas
5,True,"02 19, 2013",A1HU3OX4ARRAXP,Sharon Dornberg,Don't have to worry about size or taste but still know that recipient will get her heart's wish!  the end,Great gift!,0,don worry size taste still know recipient get heart wish end
5,True,"03 23, 2018",A1S2OFEPPKWYT,Lindsay B Milikin,Easy and quick tp use,Safe and peace of mind,0,easy quick tp use
5,True,"05 21, 2015",A2E16D5ZY5HE6P,Amazonton,recipient was thrilled,Five Stars,0,recipient thrilled
